Topic,Words,Frequency,Timestamp
-1,"die, der, und, in, den",84,2024-05-19 23:38:24
0,"ukraine, selenskyj, russischen, charkiw, ukrainische",9,2024-05-19 23:38:24
1,"hamas, israel, haftbefehle, israels, netanyahu",16,2024-05-19 23:38:24
2,"trump, merchan, costello, richter, cohen",4,2024-05-19 23:38:24
3,"fc, liga, hansa, bundesliga, trainer",10,2024-05-19 23:38:24
4,"protestcamp, goethe, campus, westend, pfingstmontag",2,2024-05-19 23:38:24
5,"grünheide, tesla, bebauungsplan, hektar, erweiterung",3,2024-05-19 23:38:24
6,"korte, köhler, homeoffice, zahl, mehr",5,2024-05-19 23:38:24
7,"mann, polizei, männer, park, ermittelt",10,2024-05-19 23:38:24
8,"tiere, erdmännchen, schlangen, biologe, gegengift",5,2024-05-19 23:38:24
9,"eu, union, europäischen, mat, rechtsstaatlichkeit",3,2024-05-19 23:38:24
10,"ausstellungsstücke, kälberer, naturkundemuseum, joseph, lebendig",1,2024-05-19 23:38:24
11,"zverev, rom, french, alexander, open",5,2024-05-19 23:38:24
12,"bahn, notbremsung, lokführer, verspätung, grund",7,2024-05-19 23:38:24
13,"raisi, iran, iranischen, tod, irans",40,2024-05-19 23:38:24
14,"costner, horizon, linklater, moore, sex",4,2024-05-19 23:38:24
15,"mieter, kaution, vermieter, mietkaution, standards",3,2024-05-19 23:38:24
16,"salman, bamian, fleximan, afghanistan, könig",3,2024-05-19 23:38:24
18,"mining, farmen, venezuela, carabobo, kryptoassets",2,2024-05-19 23:38:24
19,"stolpersteine, straße, potsdam, leipziger, stolpersteinlauf",2,2024-05-19 23:38:24
20,"apple, warentest, watch, stiftung, smartwatches",2,2024-05-19 23:38:24
21,"taiwan, china, taiwans, lai, peking",7,2024-05-19 23:38:24
22,"auto, unfall, beifahrerin, fahrer, polizei",2,2024-05-19 23:38:24
23,"freyer, trainer, kompany, fc, bayern",4,2024-05-19 23:38:24
25,"wasserstraßen, flutgebiet, straßen, bilder, wenn",1,2024-05-19 23:38:24
28,"365, datenschutzbeauftragten, microsoft, workshop, hochschule",2,2024-05-19 23:38:24
29,"grundgesetz, papier, politik, bundesverfassungsgerichts, verfassung",2,2024-05-19 23:38:24
30,"merz, klingbeil, kanzlerkandidat, favorisiert, cdu",1,2024-05-19 23:38:24
31,"antarktis, meereis, scheer, klimawandel, antarktische",3,2024-05-19 23:38:24
32,"ekenge, malanga, staatsstreich, kongo, armeesprecher",3,2024-05-19 23:38:24
33,"kapitaldeckung, rente, haushalte, grv, sparen",1,2024-05-19 23:38:24
34,"werth, emilio, uruguay, drexler, isabell",2,2024-05-19 23:38:24
36,"knaudt, picnic, kochboxen, kochbox, lebensmittel",1,2024-05-19 23:38:24
37,"feuerwehr, brand, kribbeln, blitz, polizei",4,2024-05-19 23:38:24
38,"bmw, china, chinesischen, importiert, verbotenen",5,2024-05-19 23:38:24
39,"blutkonserven, hepatitis, patienten, siebziger, langstaff",2,2024-05-19 23:38:24
40,"saarland, rheinland, pfalz, dwd, starkregen",6,2024-05-19 23:38:24
41,"reuß, xiii, prinz, dezember, heinrich",1,2024-05-19 23:38:24
42,"milei, sánchez, madrid, vox, ultrarechten",1,2024-05-19 23:38:24
44,"sunak, pfund, premierminister, rishi, labour",2,2024-05-19 23:38:24
45,"ki, slack, dullaart, systeme, constant",3,2024-05-19 23:38:24
47,"afd, thüringen, kommunalwahl, cdu, höcke",1,2024-05-19 23:38:24
49,"zuma, anc, mk, südafrika, zumas",3,2024-05-19 23:38:24
54,"oster, wann, emily, schwangerschaft, okay",1,2024-05-19 23:38:24
55,"hertha, bvb, dortmunder, reiß, real",1,2024-05-19 23:38:24
57,"hilfspaket, verfassungsgericht, brandenburg, gerichtspräsidenten, zweifel",1,2024-05-19 23:38:24
58,"mallwitz, joana, köck, chefdirigentin, roth",3,2024-05-19 23:38:24
59,"süßigkeitenautomaten, kiosken, droge, billig, lachgas",1,2024-05-19 23:38:24
60,"digitalpakt, bund, länder, beschäftigtendatenschutzgesetz, digitalisierung",2,2024-05-19 23:38:24
61,"swift, stockholm, fans, kristersson, taylor",1,2024-05-19 23:38:24
62,"ohr, festival, erlebende, jeanswesten, gentleman",2,2024-05-19 23:38:24
63,"wirtz, bayer, leverkusen, offensivstar, leverkusener",2,2024-05-19 23:38:24
65,"christlichen, kirchen, kirche, missbrauchsskandale, verlieren",1,2024-05-19 23:38:24
66,"haushalten, kabelverträge, abgeklemmt, umgestellt, gesetzesänderung",1,2024-05-19 23:38:24
68,"heibel, kurse, anleger, gewinnmitnahmen, selbstzufriedenheit",1,2024-05-19 23:38:24
69,"gesetz, veto, agenten, parlament, präsidentin",1,2024-05-19 23:38:24
71,"schmelzer, gottfried, schmelzers, ursula, 102",2,2024-05-19 23:38:24
73,"gates, steuerhinterziehern, bankberater, philanthropie, ehepaaren",2,2024-05-19 23:38:24
75,"pogačar, kappel, giro, rundfahrt, steinhauser",2,2024-05-19 23:38:24
79,"fondsanteile, verbundene, kosteneinsparungen, verschmerzbar, informationsblätter",1,2024-05-19 23:38:24
80,"goldschmied, lehre, ausbildung, lehrjahr, lerne",1,2024-05-19 23:38:24
81,"sicherheitsbehörden, faeser, terrorgefahr, fußballfest, buschmann",1,2024-05-19 23:38:24
82,"palma, mallorca, balkon, playa, tourist",2,2024-05-19 23:38:24
84,"knicks, playoffs, hartenstein, isaiah, indiana",1,2024-05-19 23:38:24
85,"olivo, integrationsbeauftragte, gonzalez, bereitschaft, brandenburgs",1,2024-05-19 23:38:24
88,"eishockey, tschechien, viertelfinale, ostrava, lettland",1,2024-05-19 23:38:24
89,"google, bigquery, data, analytics, ki",1,2024-05-19 23:38:24
91,"ryanair, flüge, geschäftsjahr, vorstand, preisnachlässe",1,2024-05-19 23:38:24
95,"reintke, terry, grünen, europawahl, spitzenkandidatin",1,2024-05-19 23:38:24
97,"zick, gewalt, hass, gewaltpotenzial, netz",1,2024-05-19 23:38:24
103,"ariane, seidler, rakete, esa, spacex",1,2024-05-19 23:38:24
104,"dax, kupfer, punkten, gold, prozent",2,2024-05-19 23:38:24
105,"klopp, liverpool, jürgen, guardiola, fc",12,2024-05-19 23:38:24
106,"verstappen, norris, leclerc, lando, imola",4,2024-05-19 23:38:24
112,"kambodscha, roboter, übung, robodogs, ream",1,2024-05-19 23:38:24
119,"alba, bonn, ojeda, schneider, team",1,2024-05-19 23:38:24
121,"promo, potsdam, fdp, potsdamer, liberalen",1,2024-05-19 23:38:24
122,"wasserstoff, neufundland, kanada, leet, goldrausch",1,2024-05-19 23:38:24
130,"assange, auslieferung, assanges, usa, wikileaks",11,2024-05-19 23:38:24
132,"fico, slowakischen, robert, bratislava, attentäter",3,2024-05-19 23:38:24
134,"ki, vo, einsatz, strafverfolgung, strafjustiz",1,2024-05-19 23:38:24
-1,"die, der, und, in, das",120,2024-05-20 22:30:00
0,"ukraine, selenskyj, russischen, russland, charkiw",20,2024-05-20 22:30:00
1,"hamas, israel, haftbefehle, israels, istgh",25,2024-05-20 22:30:00
2,"trump, cohen, donald, merchan, prozess",12,2024-05-20 22:30:00
3,"schnellinger, italien, league, wm, dfb",5,2024-05-20 22:30:00
4,"universität, barenboim, arzt, fu, uni",5,2024-05-20 22:30:00
5,"elektroautos, tesla, autos, c3, citroën",8,2024-05-20 22:30:00
6,"dimon, unternehmen, fachkräftelücke, fachkräfte, chef",13,2024-05-20 22:30:00
7,"angeklagte, mann, jährige, habe, jährigen",5,2024-05-20 22:30:00
8,"rangelands, unccd, tiere, graslandschaften, weiden",6,2024-05-20 22:30:00
9,"eu, evp, leyen, europäischen, wahlprogramm",6,2024-05-20 22:30:00
10,"lg, böhme, enkelin, az, fototapete",3,2024-05-20 22:30:00
12,"bahn, toiletten, entsorgungsanlagen, seiler, db",5,2024-05-20 22:30:00
13,"raisi, iran, iranischen, tod, irans",13,2024-05-20 22:30:00
14,"langley, banks, sawatzki, hayek, salma",2,2024-05-20 22:30:00
15,"wohnungen, projektentwicklers, umfrage, wohnsituation, hummels",4,2024-05-20 22:30:00
16,"polizeianwärterin, zdf, kollegen, xygelöst, elias",2,2024-05-20 22:30:00
17,"afd, krah, ss, le, rn",4,2024-05-20 22:30:00
18,"mieter, strom, stromverbindung, neuconnect, mw",8,2024-05-20 22:30:00
19,"abriss, wormland, elbtower, tvo, kienscherf",6,2024-05-20 22:30:00
20,"apple, iphone, sonos, ios, ace",8,2024-05-20 22:30:00
21,"tang, xi, jinping, china, chinas",2,2024-05-20 22:30:00
22,"unfall, verletzt, jährige, auto, radfahrer",5,2024-05-20 22:30:00
23,"heldt, ruhnert, fc, kuntz, trainer",7,2024-05-20 22:30:00
27,"schulen, lehrkräfte, gew, warnstreik, gewerkschaft",6,2024-05-20 22:30:00
28,"kubernetes, workshop, qnap, docker, schwachstellen",4,2024-05-20 22:30:00
29,"verfassung, grundgesetz, 146, 75, ramelow",6,2024-05-20 22:30:00
30,"saleh, raed, fraktionschef, doppelspitze, spd",2,2024-05-20 22:30:00
31,"inselstaaten, seegerichtshof, gutachten, klimawandel, verschmutzung",7,2024-05-20 22:30:00
32,"angolas, kanonenrohr, südwestafrikanische, verkehrsachsen, auswuchs",1,2024-05-20 22:30:00
33,"rente, rentenpaket, schnitzer, reform, spd",2,2024-05-20 22:30:00
34,"mädchenchor, lichtenberg, wüsthoff, kühne, sabine",3,2024-05-20 22:30:00
35,"microsoft, ki, copilot, recall, openai",5,2024-05-20 22:30:00
36,"spandau, müsli, newsletter, granola, rankpflanzen",3,2024-05-20 22:30:00
37,"feuerwehr, brand, feuer, verletzt, wohnung",6,2024-05-20 22:30:00
38,"china, nagel, chinesische, 5g, bundesbank",5,2024-05-20 22:30:00
39,"masern, fälle, immunzellen, erkrankungen, infektion",5,2024-05-20 22:30:00
40,"saarland, pfalz, rheinland, gewitter, starkregen",5,2024-05-20 22:30:00
41,"reuß, prinz, angeklagten, gruppe, xiii",9,2024-05-20 22:30:00
42,"milei, brüllaffen, mexiko, sheinbaum, sánchez",2,2024-05-20 22:30:00
43,"benko, gruenberg, signa, fdic, benkos",2,2024-05-20 22:30:00
44,"labour, regierenden, wartestand, unterhauswahlen, herbst",1,2024-05-20 22:30:00
45,"ki, prozent, inhalte, dusch, begriff",2,2024-05-20 22:30:00
46,"wiedereingliederung, fahrtkosten, krankenkasse, kläger, reha",2,2024-05-20 22:30:00
47,"cdu, afd, voigt, thüringen, kreistag",1,2024-05-20 22:30:00
49,"südafrika, mandela, gründungsvater, bewährungsprobe, hohepriester",1,2024-05-20 22:30:00
51,"industrie, auftragsbestand, ifo, wettbewerbsposition, wettbewerbsfähigkeit",3,2024-05-20 22:30:00
52,"cybercrime, lka, mails, cyberangriffen, mail",1,2024-05-20 22:30:00
53,"turbulenzen, airlines, singapore, passagiere, bangkok",7,2024-05-20 22:30:00
54,"kinder, hypothetische, psychologieprofessor, wegheulen, vingerhoets",2,2024-05-20 22:30:00
56,"snapdragon, lake, surface, intel, amd",5,2024-05-20 22:30:00
57,"landtag, brandenburger, untersuchungsausschuss, tagte, corona",1,2024-05-20 22:30:00
59,"abholerlebnis, starbucks, vorbestellten, boykottieren, farrell",1,2024-05-20 22:30:00
60,"digitalpakt, bund, länder, ifo, schulen",1,2024-05-20 22:30:00
61,"kid, rock, hanks, lamar, drake",2,2024-05-20 22:30:00
62,"umbrail, livigno, radprofis, pass, etappe",3,2024-05-20 22:30:00
63,"bayer, leverkusen, atalanta, schick, finale",1,2024-05-20 22:30:00
64,"the, migranten, tunesien, tunesischen, sicherheitskräfte",5,2024-05-20 22:30:00
65,"christuskirche, mainz, dom, kirche, mainzer",1,2024-05-20 22:30:00
66,"zwilling, netz, telefónica, digitale, netzes",2,2024-05-20 22:30:00
67,"entwicklungsministerin, kiziltepe, schulze, kahlschlag, sozialressort",2,2024-05-20 22:30:00
68,"gedämpft, fed, zinssenkung, anleger, index",1,2024-05-20 22:30:00
69,"georgischen, tiflis, gesetz, volksfeinde, durchzubringen",1,2024-05-20 22:30:00
70,"gesamtmetall, beginnende, industrialisierung, wolf, thyssen",2,2024-05-20 22:30:00
71,"affleck, lopez, lang, ricarda, ben",2,2024-05-20 22:30:00
75,"pohl, catz, arlo, whitaker, pferd",1,2024-05-20 22:30:00
77,"cannabisgesetzes, verstöße, konsumcannabisgesetz, abstandsregeln, einführung",1,2024-05-20 22:30:00
80,"maßregelvollzug, berliner, ausstellung, ausgrenzung, treptow",3,2024-05-20 22:30:00
81,"fußball, sommermärchen, bereiten, sicherheitsbehörden, vorgesorgt",1,2024-05-20 22:30:00
85,"notunterkunft, tempelhof, geflüchtete, newsletter, poststelle",1,2024-05-20 22:30:00
86,"register, daten, registergesetz, opt, verknüpfung",1,2024-05-20 22:30:00
88,"wm, eishockey, nhl, viertelfinale, schweiz",3,2024-05-20 22:30:00
89,"google, 230, ki, section, antworten",1,2024-05-20 22:30:00
91,"hinweisgebern, ryanair, meldungen, hinweisgeber, navex",3,2024-05-20 22:30:00
92,"pnn, toleranter, stadtteilen, wählerwille, kiez",1,2024-05-20 22:30:00
95,"grünen, rechts, rente, medien, mütter",1,2024-05-20 22:30:00
96,"telekom, o2, störungen, allestörungen, icq",3,2024-05-20 22:30:00
97,"straftaten, motivierten, politisch, münch, statistik",6,2024-05-20 22:30:00
101,"cox, perry, matthew, courteney, matthews",1,2024-05-20 22:30:00
103,"bepicolombo, esa, merkur, sonde, triebwerksleistung",1,2024-05-20 22:30:00
104,"dax, leitindex, punkte, zählern, aktien",2,2024-05-20 22:30:00
105,"slot, klopp, liverpool, rotterdam, feyenoord",1,2024-05-20 22:30:00
108,"kroos, real, toni, em, madrid",4,2024-05-20 22:30:00
116,"bystron, goldbarren, seriennummern, konto, bewahre",1,2024-05-20 22:30:00
125,"erdbeben, neapel, phlegräischen, pozzuoli, beben",5,2024-05-20 22:30:00
126,"podcast, marius, hornberger, video, schleifmaschine",2,2024-05-20 22:30:00
131,"einbürgerungen, staatsbürgerschaft, staatsangehörigen, berlin, eingebürgerten",1,2024-05-20 22:30:00
134,"ki, eu, gesetz, ai, regulierung",5,2024-05-20 22:30:00
-1,"und, der, die, in, das",165,2024-05-21 21:00:00
0,"ukraine, russland, russischen, ostsee, russische",27,2024-05-21 21:00:00
1,"israel, hamas, rafah, gazastreifen, israelischen",17,2024-05-21 21:00:00
2,"trump, trumps, biden, video, donald",6,2024-05-21 21:00:00
3,"eintracht, pauli, frankfurt, fc, league",6,2024-05-21 21:00:00
4,"zionisten, juden, israel, nationalismus, campus",6,2024-05-21 21:00:00
5,"autos, prozent, tesla, kw, fahrzeuge",7,2024-05-21 21:00:00
6,"vennells, freelancer, freelance, unlocked, chef",7,2024-05-21 21:00:00
7,"polizei, mann, messer, jährigen, krankenhaus",7,2024-05-21 21:00:00
8,"tiere, hunde, otter, arten, schabe",11,2024-05-21 21:00:00
9,"eu, parteien, leyen, radikale, rechte",5,2024-05-21 21:00:00
10,"pamuk, museum, shrek, grosz, markanto",10,2024-05-21 21:00:00
11,"nadal, open, french, zverev, er",1,2024-05-21 21:00:00
12,"bahn, hauptbahnhof, bahnhofsgebäude, waffenverbotszone, pelzl",5,2024-05-21 21:00:00
13,"raisi, teheran, trauerfeierlichkeiten, sarg, iranischen",3,2024-05-21 21:00:00
14,"niro, ich, filip, buch, sie",9,2024-05-21 21:00:00
15,"sozialwohnungen, wohnungen, eigenkapital, wohnungsbau, mietrendite",6,2024-05-21 21:00:00
16,"funkzellenabfrage, unfall, angeklagten, einbruchdiebstahl, lamborghini",4,2024-05-21 21:00:00
17,"afd, krah, ss, partei, maximilian",12,2024-05-21 21:00:00
19,"rolltreppen, bahnhofspassagen, siemensstadt, mitte, potsdamer",5,2024-05-21 21:00:00
20,"apple, fotos, app, iphone, tv",4,2024-05-21 21:00:00
21,"taiwan, taiwans, china, zhang, lai",5,2024-05-21 21:00:00
22,"unfall, polizei, gefahrgut, fahrer, gefahrstoff",3,2024-05-21 21:00:00
23,"heldt, kompany, fc, rangnick, trainer",4,2024-05-21 21:00:00
25,"straßen, keller, saarland, hochwasser, vollgelaufene",1,2024-05-21 21:00:00
26,"swr, pocher, pochers, rassistische, sylt",2,2024-05-21 21:00:00
27,"klassen, berliner, senat, volkshochschulen, schulen",5,2024-05-21 21:00:00
28,"server, cve, workshop, schwachstellen, linux",5,2024-05-21 21:00:00
29,"75, grundgesetz, grundgesetzes, staatsakt, demokratie",4,2024-05-21 21:00:00
30,"wdr, bsw, wagenknecht, sahra, brandenburg",3,2024-05-21 21:00:00
31,"merz, technologien, verbot, ahnung, verkehrsminister",2,2024-05-21 21:00:00
32,"kinshasa, kongolese, zaire, ansässiger, hellgrüne",1,2024-05-21 21:00:00
33,"milliarden, mehreinnahmen, görke, prüfer, finanzämtern",3,2024-05-21 21:00:00
34,"sakraya, emilio, rempe, song, konzerthaus",2,2024-05-21 21:00:00
35,"microsoft, ki, net, core, windows",5,2024-05-21 21:00:00
36,"soße, butter, naan, tofu, joghurt",7,2024-05-21 21:00:00
37,"feuerwehr, feuer, nordisk, novo, akkus",3,2024-05-21 21:00:00
38,"china, basf, ludwigshafen, chinesische, zölle",4,2024-05-21 21:00:00
39,"keuchhusten, schönfeld, rki, expertin, husten",4,2024-05-21 21:00:00
40,"saarland, dwd, gewitter, unwetter, starkregen",4,2024-05-21 21:00:00
41,"prinz, ngn, harry, verlag, murdoch",3,2024-05-21 21:00:00
42,"acapulco, mexiko, sheinbaum, ferienort, mexikanische",1,2024-05-21 21:00:00
43,"benko, signa, olearius, ausschuss, ofarim",5,2024-05-21 21:00:00
44,"sunak, labour, partei, tories, wahltermin",4,2024-05-21 21:00:00
45,"ki, systeme, autonome, schlauer, intelligenz",4,2024-05-21 21:00:00
46,"lauterbach, versorgung, hausarztpraxen, hausärzte, gesundheitsminister",4,2024-05-21 21:00:00
48,"anerkennung, staat, palästina, irland, norwegen",14,2024-05-21 21:00:00
51,"iw, siemens, mercedes, erstarken, afd",3,2024-05-21 21:00:00
53,"turbulenzen, airlines, passagiere, flugzeug, singapore",5,2024-05-21 21:00:00
56,"snapdragon, bit, rauschen, board, notebooks",3,2024-05-21 21:00:00
57,"corona, protokolle, arzt, protokollinhalte, expertenrates",1,2024-05-21 21:00:00
58,"goecke, filmförderung, roths, roth, basel",3,2024-05-21 21:00:00
59,"lachgas, minderjährige, verkauf, konsum, automaten",5,2024-05-21 21:00:00
60,"hassrede, drohungen, schlagkräftig, markenpiraterie, verunglimpfungen",1,2024-05-21 21:00:00
61,"cabello, hailie, rapper, eminem, camila",2,2024-05-21 21:00:00
63,"bayer, leverkusen, atalanta, bergamo, alonso",5,2024-05-21 21:00:00
66,"android, beta, geräte, google, gerät",3,2024-05-21 21:00:00
67,"evers, verwaltung, haushalt, 2025, beamte",1,2024-05-21 21:00:00
68,"prozent, fed, us, notenbank, dax",3,2024-05-21 21:00:00
69,"louisiana, abtreibungspille, verschreibung, abtreibungen, besitz",1,2024-05-21 21:00:00
71,"schumacher, hoffmann, chefredakteurin, verlag, interview",1,2024-05-21 21:00:00
73,"dericon, fundinfo, fe, fintech, staatsschuldenkrise",2,2024-05-21 21:00:00
75,"steinhauser, pogacar, kilometer, etappensieg, giro",2,2024-05-21 21:00:00
76,"exoplaneten, 107b, wasp, zuckerwatte, cm",2,2024-05-21 21:00:00
78,"kim, südkorea, jong, nordkorea, nordkoreanische",1,2024-05-21 21:00:00
79,"oaktree, aktien, inter, esma, fca",5,2024-05-21 21:00:00
80,"bassinplatz, nazis, bücher, bücherverbrennung, telefonzelle",4,2024-05-21 21:00:00
83,"greenfield, tornado, iowa, tornados, cnn",3,2024-05-21 21:00:00
84,"clark, wilson, wnba, caitlin, jordan",1,2024-05-21 21:00:00
85,"bürgerinitiative, kirchsteigfeld, flüchtlingsheim, geplante, prochaska",1,2024-05-21 21:00:00
86,"doctolib, aaron, digitalagentur, gematik, ki",6,2024-05-21 21:00:00
88,"20, mai, uhr, schweiz, tschechien",3,2024-05-21 21:00:00
89,"404, fehlerseite, google, error, tipps",2,2024-05-21 21:00:00
91,"eurowings, ryanair, bischof, holidays, ila",3,2024-05-21 21:00:00
92,"pnn, potsdam, stadtverordnetenversammlung, innenstadt, stadtteilen",1,2024-05-21 21:00:00
93,"zitate, kampagne, doppelgänger, meta, facebook",5,2024-05-21 21:00:00
97,"rostalski, moreno, strategie, extremismus, gewalt",2,2024-05-21 21:00:00
101,"ketamin, perry, matthew, angeles, ertrank",1,2024-05-21 21:00:00
102,"vestager, margrethe, europawahlkampf, dänemark, europathemen",1,2024-05-21 21:00:00
104,"dax, quartalszahlen, impulse, punkten, minus",1,2024-05-21 21:00:00
107,"habeck, konzept, stahl, grundstoffe, klimafreundliche",3,2024-05-21 21:00:00
108,"kroos, real, toni, madrid, em",3,2024-05-21 21:00:00
110,"mayer, bank, goldman, deutschlandchef, sachs",1,2024-05-21 21:00:00
111,"ezb, bundesbank, prozent, inflation, inflationsrate",3,2024-05-21 21:00:00
112,"gelpalm, handfläche, handinnenfläche, roboter, nachgiebigkeit",1,2024-05-21 21:00:00
115,"hungerstreik, tin, metzeler, scholz, kick",2,2024-05-21 21:00:00
117,"gummibärchen, cannabis, griner, haft, russland",2,2024-05-21 21:00:00
118,"drohnen, elements, faa, sky, shows",1,2024-05-21 21:00:00
119,"alba, halbfinale, chemnitz, bonn, ojeda",2,2024-05-21 21:00:00
121,"bfw, promo, potsdam, scharfenberg, wahlkreis",1,2024-05-21 21:00:00
123,"starliner, nasa, boeing, termin, raumschiff",1,2024-05-21 21:00:00
126,"podcast, uns, 0172, 7782384, relevantesten",1,2024-05-21 21:00:00
127,"lafontaines, faulheit, kanzlerkandidaten, tabuthema, scheiß",1,2024-05-21 21:00:00
129,"everest, sherpa, mount, kami, rita",2,2024-05-21 21:00:00
133,"schönheit, mode, frauen, altern, körper",2,2024-05-21 21:00:00
-1,"und, die, der, in, das",126,2024-05-22 19:30:00
0,"ukraine, russland, charkiw, russischen, waffen",15,2024-05-22 19:30:00
1,"hamas, israel, israelischen, geiseln, israels",14,2024-05-22 19:30:00
2,"trump, haley, donald, biden, nikki",9,2024-05-22 19:30:00
3,"vfl, eiffelturm, bochum, liga, bundesliga",5,2024-05-22 19:30:00
4,"universität, antisemitismus, aktivisten, humboldt, israel",14,2024-05-22 19:30:00
5,"ev3, kia, autos, vw, kw",6,2024-05-22 19:30:00
6,"it, jobs, cfi, berufe, jobware",5,2024-05-22 19:30:00
7,"polizei, mann, jährige, tatverdächtigen, soll",5,2024-05-22 19:30:00
8,"tiere, hunde, hundehalterin, wildkamera, staffordshire",7,2024-05-22 19:30:00
9,"eu, linke, europawahl, europäischen, schirdewan",6,2024-05-22 19:30:00
10,"klemm, bernhard, schell, gemälde, bacon",6,2024-05-22 19:30:00
11,"zverev, nadal, paris, open, french",6,2024-05-22 19:30:00
12,"pankow, newsletter, bernina, u2, bahnlinie",2,2024-05-22 19:30:00
13,"raisi, raisis, präsidenten, ebrahim, irans",2,2024-05-22 19:30:00
14,"sie, hirst, inhalt, jolie, furiosa",8,2024-05-22 19:30:00
15,"wohnungen, zahl, 000, wohnungsbau, fertiggestellt",4,2024-05-22 19:30:00
16,"schwester, hussein, ilham, afghanistan, taliban",4,2024-05-22 19:30:00
17,"afd, krah, fraktion, id, rn",12,2024-05-22 19:30:00
18,"watt, rechenzentren, leistungsdichte, rittal, rack",1,2024-05-22 19:30:00
19,"bonde, verkehrssenatorin, ute, neue, magnetschwebebahn",3,2024-05-22 19:30:00
20,"apple, wlan, altstore, app, datenbank",4,2024-05-22 19:30:00
21,"taiwan, taiwans, china, lai, peking",10,2024-05-22 19:30:00
22,"unfall, lkw, gegenverkehr, frontal, kollidierte",1,2024-05-22 19:30:00
23,"svensson, trainer, kompany, fc, bayern",11,2024-05-22 19:30:00
27,"dahlmannschule, tisch, lotta, karlstadt, kinderbuchreihen",2,2024-05-22 19:30:00
28,"cve, epm, workshop, admins, ivanti",4,2024-05-22 19:30:00
29,"grundgesetz, verfassung, demokratie, grundgesetzes, 75",22,2024-05-22 19:30:00
30,"müntefering, spd, pistorius, badenberg, felor",5,2024-05-22 19:30:00
31,"lancet, kellerhoff, countdown, gradmesser, gesundheit",2,2024-05-22 19:30:00
32,"myanmar, vereinten, nationen, verbrechen, un",2,2024-05-22 19:30:00
33,"lebenserwartung, schumpeter, wurstvorrat, budgetreserve, ersparte",1,2024-05-22 19:30:00
34,"compagna, geigenbauer, musikinstrumentenbau, matteo, fasziniert",2,2024-05-22 19:30:00
35,"ki, microsoft, windows, angular, canva",9,2024-05-22 19:30:00
36,"café, rixdorf, bäckerei, kieselstein, backstube",7,2024-05-22 19:30:00
37,"feuerwehr, feuer, brand, flammen, polizei",6,2024-05-22 19:30:00
38,"china, g7, strafzöllen, autos, chinesische",2,2024-05-22 19:30:00
39,"virus, h5n1, keuchhusten, infektion, vogelgrippe",6,2024-05-22 19:30:00
40,"starkregen, gewitter, dwd, grad, gewittern",2,2024-05-22 19:30:00
41,"reuß, prinz, xiii, heinrich, verteidiger",3,2024-05-22 19:30:00
42,"mexiko, garcía, bühne, garza, álvarez",4,2024-05-22 19:30:00
43,"distler, bfdi, bnd, kelber, zwanziger",3,2024-05-22 19:30:00
44,"sunak, rishi, labour, konservativen, premierminister",7,2024-05-22 19:30:00
45,"sam, altman, chaosbude, technologiewelt, abgehakt",1,2024-05-22 19:30:00
48,"anerkennung, staat, palästina, norwegen, irland",3,2024-05-22 19:30:00
49,"sisulu, mandela, unterzeichnung, anc, verfassung",1,2024-05-22 19:30:00
50,"fti, tagesbesucher, eintrittsgebühr, testphase, bahamas",2,2024-05-22 19:30:00
52,"hacker, lmg, webseiten, mobbing, linus",3,2024-05-22 19:30:00
53,"turbulenzen, passagiere, singapore, airlines, bangkok",3,2024-05-22 19:30:00
54,"einsamkeit, schizophrenie, bittner, gleichaltrigen, jugendlichen",4,2024-05-22 19:30:00
56,"nvidia, arm, notebooks, prozessoren, intel",1,2024-05-22 19:30:00
57,"bauteile, bauteilen, netzwerkbetreiber, überreifes, kommunikationsnetz",1,2024-05-22 19:30:00
58,"theater, klett, roth, jahnke, goecke",4,2024-05-22 19:30:00
59,"mondelez, kommission, produkte, eu, milka",5,2024-05-22 19:30:00
60,"digitalcourage, plattformen, petition, digitalzwang, digitalen",2,2024-05-22 19:30:00
61,"coppola, combs, ventura, romy, guy",3,2024-05-22 19:30:00
62,"verkehrsverwaltung, kraftfahrzeuge, verkehrschaos, krafträder, antriebsart",1,2024-05-22 19:30:00
63,"bayer, leverkusen, atalanta, alonso, lookman",12,2024-05-22 19:30:00
64,"the, macron, neukaledonien, nettoeinwanderung, to",3,2024-05-22 19:30:00
66,"telefonzellen, bt, telefonzelle, roten, boxen",1,2024-05-22 19:30:00
67,"schuldenbremse, lorz, schnitzer, lindner, euro",3,2024-05-22 19:30:00
68,"fed, prozent, ezb, zinssenkungen, dollar",2,2024-05-22 19:30:00
70,"thyssenkrupp, stahlsparte, epcg, aufsichtsrat, einstieg",5,2024-05-22 19:30:00
74,"planes, paper, toujours, amour, song",1,2024-05-22 19:30:00
75,"littler, darts, luke, steinhauser, humphries",3,2024-05-22 19:30:00
76,"galaxien, euclid, sterne, weltraumteleskop, esa",5,2024-05-22 19:30:00
77,"cannabis, zigaretten, who, straßenverkehr, legalisierung",3,2024-05-22 19:30:00
78,"südkorea, chipindustrie, südkoreas, regelrechter, tobt",1,2024-05-22 19:30:00
80,"nius, exxpress, schütz, vius, föderl",2,2024-05-22 19:30:00
84,"teilnehmerfeld, basketballwelt, euroleague, four, final",1,2024-05-22 19:30:00
85,"bürgergeld, herrmann, flüchtlinge, bürgergelds, prämien",1,2024-05-22 19:30:00
