Topic,Words,Frequency,Timestamp
19,"straße, leipziger, stadtauswärts, friedrich, fahrstreifen",1,2024-06-01 04:30:00
21,"taiwan, china, taiwans, chinas, peking",3,2024-06-01 04:30:00
22,"krankenhaus, 80, steglitz, auto, wagen",2,2024-06-01 04:30:00
23,"zeidler, trainer, vfl, bochum, relegation",1,2024-06-01 04:30:00
25,"söder, hochwasser, reichertshofen, bayern, sonntag",5,2024-06-01 04:30:00
31,"klimaschutz, lebensnotwendig, schornstein, produktionsbedingungen, entwicklungszielen",1,2024-06-01 04:30:00
33,"heil, arbeiten, einkommenssteuer, hubertus, ermutigen",1,2024-06-01 04:30:00
34,"musik, wiener, ankommen, libuše, smetanas",6,2024-06-01 04:30:00
35,"tools, ki, webinar, deep, auswahl",1,2024-06-01 04:30:00
36,"zehner, idstein, kochschule, areal, 82",1,2024-06-01 04:30:00
37,"feuerwehr, baum, mauerpark, flohmarkt, menschengruppe",2,2024-06-01 04:30:00
39,"tripper, chlamydien, sti, syphilis, abc",1,2024-06-01 04:30:00
40,"pegelstände, dwd, gewitter, regen, starkregen",3,2024-06-01 04:30:00
42,"mexiko, sheinbaum, präsidentin, gewalt, kandidatinnen",6,2024-06-01 04:30:00
44,"liberaldemokraten, libdem, davey, wahlsystem, labour",1,2024-06-01 04:30:00
45,"ki, künstlerinnen, kontrollieren, systeme, intelligenz",2,2024-06-01 04:30:00
49,"anc, zuma, südafrika, mk, partei",6,2024-06-01 04:30:00
51,"acatech, studie, wachstum, strukturen, personal",1,2024-06-01 04:30:00
52,"kay, kambodscha, erpressen, südostasien, kriminellen",1,2024-06-01 04:30:00
54,"botox, lachfalten, nora, gefühle, abitreffen",1,2024-06-01 04:30:00
55,"real, champions, madrid, league, dortmund",10,2024-06-01 04:30:00
56,"gb200, blackwell, nvl2, rubin, nvidia",1,2024-06-01 04:30:00
57,"ostdeutschen, ostdeutschland, wirtschaft, scholz, ragnitz",1,2024-06-01 04:30:00
59,"anthes, bier, knärzje, müll, endstück",1,2024-06-01 04:30:00
60,"digitalen, eu, kommission, act, digitalpolitik",1,2024-06-01 04:30:00
61,"shady, eminem, slim, album, rapper",2,2024-06-01 04:30:00
62,"sternfahrt, adfc, veranstalter, fahrrad, berlin",1,2024-06-01 04:30:00
64,"starmer, wahlkampfthema, the, migranten, migration",1,2024-06-01 04:30:00
65,"katholikentag, erfurt, katholiken, zdk, stetter",2,2024-06-01 04:30:00
69,"boric, chiles, schwangerschaftsabbrüchen, abtreibungsverbot, frauengruppen",1,2024-06-01 04:30:00
70,"palantir, karp, ceo, film, alex",1,2024-06-01 04:30:00
71,"kubitschek, ruth, maria, kir, royal",5,2024-06-01 04:30:00
72,"modi, indien, umfragen, narendra, sitze",1,2024-06-01 04:30:00
75,"seville, usain, sekunden, budapest, lyles",1,2024-06-01 04:30:00
76,"nova, stern, zwerg, crb, schaefer",1,2024-06-01 04:30:00
77,"cannabis, verhängte, fällen, ministeriumssprecher, gesetz",1,2024-06-01 04:30:00
78,"ballons, südkorea, nordkorea, seoul, südkoreanische",2,2024-06-01 04:30:00
83,"arizona, heiß, celsius, grad, maiwoche",1,2024-06-01 04:30:00
86,"ipcei, gesundheitsprojekt, med4cure, genehmigt, kommission",1,2024-06-01 04:30:00
89,"google, suchmaschinen, web, jo, googles",1,2024-06-01 04:30:00
92,"pnn, satzkorn, stadtverordneten, stadtteilen, kiez",1,2024-06-01 04:30:00
93,"polnische, pap, presseagentur, tusk, mobilmachung",1,2024-06-01 04:30:00
96,"phishing, portal, bahnreise, intranet, getappt",1,2024-06-01 04:30:00
98,"cdu, cyber, attacke, angriff, russischen",2,2024-06-01 04:30:00
104,"dax, punkten, neunte, leitindex, 18",1,2024-06-01 04:30:00
107,"atomkraft, bundesregierung, oppositionsrecht, rohstoffengpässen, atomausstieg",1,2024-06-01 04:30:00
108,"unersetzbaren, kroos, toni, perfekte, teamkollegen",1,2024-06-01 04:30:00
109,"pomfret, chloe, studienplatz, obdachlos, pflegefamilie",1,2024-06-01 04:30:00
114,"mondes, chang, sonde, gesteinsproben, erde",5,2024-06-01 04:30:00
115,"hungerstreik, invalidenpark, aktivisten, klima, scholz",1,2024-06-01 04:30:00
116,"kiesewetter, aalen, politiker, polizei, roderich",1,2024-06-01 04:30:00
120,"umfrage, wdr, kimmich, nationalmannschaft, nagelsmann",5,2024-06-01 04:30:00
125,"feldlinien, magnetfelds, minerale, ur, lava",1,2024-06-01 04:30:00
127,"lübcke, walter, steinmeier, kasseler, politiker",7,2024-06-01 04:30:00
128,"hessentag, fritzlar, landesfest, tage, lang",1,2024-06-01 04:30:00
133,"seitenscheitel, rihanna, kisses, vanilla, zendaya",1,2024-06-01 04:30:00
-1,"06, und, in, die, der",153,2024-06-02 03:00:00
0,"ukraine, russischen, russland, front, ukrainischen",9,2024-06-02 03:00:00
1,"hamas, israel, gazastreifen, israelischen, geiseln",15,2024-06-02 03:00:00
2,"trump, biden, hunter, donald, präsident",10,2024-06-02 03:00:00
3,"galaxy, em, deutschen, dfb, fußball",11,2024-06-02 03:00:00
4,"anne, antisemitismus, studierende, brandsatz, universität",5,2024-06-02 03:00:00
5,"model, vw, fritzbox, bmw, volkswagen",9,2024-06-02 03:00:00
6,"sie, führungskraft, meetings, team, kitas",5,2024-06-02 03:00:00
7,"polizei, mann, am, jähriger, jährige",8,2024-06-02 03:00:00
8,"katzen, straßenkatzen, tierschutzverein, insekten, blühbotschafter",2,2024-06-02 03:00:00
9,"eu, simon, schirdewan, rackete, europäischen",7,2024-06-02 03:00:00
10,"bugatti, panther, bugattis, erika, pariser",6,2024-06-02 03:00:00
11,"zverev, pütz, djokovic, paris, slam",4,2024-06-02 03:00:00
12,"spessart, bahn, bike, eisenbahner, und",5,2024-06-02 03:00:00
13,"ahmadineschad, mahmud, holocaustleugner, leugnet, wächterrat",1,2024-06-02 03:00:00
14,"hudson, kate, ich, schauspielerin, musik",2,2024-06-02 03:00:00
15,"mieten, mietvertrag, prozent, quadratmeter, landkreis",2,2024-06-02 03:00:00
16,"mannheim, polizisten, islamismus, afghanistan, tat",14,2024-06-02 03:00:00
17,"afd, krah, ss, partei, id",3,2024-06-02 03:00:00
18,"strom, energiewende, erdkabel, freileitungen, prozent",12,2024-06-02 03:00:00
19,"herrmann, kiziltepe, senat, eröffnet, potsdamer",6,2024-06-02 03:00:00
20,"apple, sonos, ace, kopfhörer, app",7,2024-06-02 03:00:00
21,"peking, platz, anmen, tian, studentenproteste",1,2024-06-02 03:00:00
22,"unfall, polizei, auto, straße, jähriger",7,2024-06-02 03:00:00
23,"zeidler, trainer, vfl, chelsea, coach",2,2024-06-02 03:00:00
25,"donau, hochwasser, baden, landkreis, bayern",15,2024-06-02 03:00:00
26,"sylt, parolen, video, rassistische, westerland",2,2024-06-02 03:00:00
27,"führerschein, verdi, landeszentrale, warnstreik, bildung",3,2024-06-02 03:00:00
28,"cloud, tools, modding, observability, workshop",6,2024-06-02 03:00:00
29,"demokratie, staatsführungen, autokratische, selbstverständliches, rushdie",1,2024-06-02 03:00:00
30,"bsw, partei, ovg, wagenknecht, wdr",1,2024-06-02 03:00:00
31,"expertenrat, 2030, klimaziele, habeck, emissionen",8,2024-06-02 03:00:00
32,"shanika, prashantika, sie, lanka, sri",3,2024-06-02 03:00:00
33,"rentner, reich, arbeiten, million, siebenstellig",2,2024-06-02 03:00:00
34,"interest, sachsenhausen, zone, kino, diskussion",1,2024-06-02 03:00:00
36,"mathildenhöhe, gutbrod, ausstellungsgebäude, sanierung, fenster",3,2024-06-02 03:00:00
37,"feuerwehr, kinder, baum, liberec, blitzeinschlag",5,2024-06-02 03:00:00
38,"shum, duan, desmond, milliardengeschäfte, china",1,2024-06-02 03:00:00
39,"mrna, moderna, krebszellen, hautkrebs, impfstoff",1,2024-06-02 03:00:00
40,"gewitter, starkregen, süden, dwd, altnau",1,2024-06-02 03:00:00
41,"lützerath, mönch, angeklagte, anklage, reuß",2,2024-06-02 03:00:00
42,"sheinbaum, mexiko, claudia, präsidentin, mexikos",12,2024-06-02 03:00:00
43,"windhorst, werft, nobiskrug, günther, fsg",1,2024-06-02 03:00:00
44,"farage, nigel, brexit, konservativen, uk",2,2024-06-02 03:00:00
45,"ki, intelligenz, ich, wir, systeme",4,2024-06-02 03:00:00
46,"leopoldina, anwerbung, lauterbach, mfg, pflegekräfte",4,2024-06-02 03:00:00
47,"cdu, bürgermeister, afd, wahlkampfstände, wahlkampf",2,2024-06-02 03:00:00
48,"dig, zweistaatenlösung, hamas, palästinensischen, palästinensische",1,2024-06-02 03:00:00
49,"anc, zuma, südafrika, mk, ramaphosa",4,2024-06-02 03:00:00
50,"fti, insolvenz, reisekonzern, reisen, touristik",14,2024-06-02 03:00:00
51,"lieferkette, pitchbook, start, pandemie, unternehmen",1,2024-06-02 03:00:00
53,"linate, manövrierfähigkeit, vereisung, gasphasen, strömungsabriss",1,2024-06-02 03:00:00
54,"depression, depressionshilfe, jugendbeirat, petition, einsamkeit",2,2024-06-02 03:00:00
55,"mbappé, real, weltmeisters, madrid, champions",1,2024-06-02 03:00:00
56,"ryzen, amd, zen, prozessoren, kernen",7,2024-06-02 03:00:00
57,"scholl, mehmet, schlag, opdenhövel, babbel",1,2024-06-02 03:00:00
58,"danton, rausch, theater, inszenierung, iphigenie",1,2024-06-02 03:00:00
59,"syndrom, eigenbrauer, lachgas, alkohol, diagnose",2,2024-06-02 03:00:00
60,"digitalen, dekade, eu, bericht, digitale",2,2024-06-02 03:00:00
62,"unfälle, bike, berlin, ausflügen, 431",1,2024-06-02 03:00:00
64,"migrationsabkommen, the, stamp, irreguläre, faeser",5,2024-06-02 03:00:00
65,"religiosität, spiritualität, schichten, schriftwechseln, amtskirchen",2,2024-06-02 03:00:00
66,"telekom, displays, torszenen, 5500, bildschirme",2,2024-06-02 03:00:00
67,"cdu, spd, euro, sparmaßnahmen, einsparungen",2,2024-06-02 03:00:00
68,"prozent, aktien, dax, ezb, anleger",3,2024-06-02 03:00:00
69,"gesetz, tiflis, organisationen, georgien, georgiens",1,2024-06-02 03:00:00
70,"förtsch, korbmacher, flatex, bonus, niehage",1,2024-06-02 03:00:00
71,"murdoch, rupert, murdochs, medienmogul, hochzeit",3,2024-06-02 03:00:00
72,"modi, narendra, indien, hindunationalismus, hindutva",2,2024-06-02 03:00:00
73,"kfw, telekom, creandum, aktien, millionen",3,2024-06-02 03:00:00
75,"biles, simone, blakely, turnerin, neunten",1,2024-06-02 03:00:00
78,"nordkorea, ballons, südkorea, südkoreas, grenze",3,2024-06-02 03:00:00
79,"shein, börsengang, xu, etfs, milliarden",2,2024-06-02 03:00:00
80,"hotels, lehre, veranstaltungskauffrau, ausbildung, berliner",1,2024-06-02 03:00:00
83,"grad, heiß, urlaub, 46, inseleinwohner",2,2024-06-02 03:00:00
85,"flüchtlinge, plätze, randt, karben, rahn",2,2024-06-02 03:00:00
86,"aok, patientenakte, gesundheitsid, elektronische, systems",3,2024-06-02 03:00:00
87,"pflichtversicherung, elementarschäden, schäden, hochwasser, wüst",7,2024-06-02 03:00:00
90,"tu, präsidentin, rauch, geraldine, universität",1,2024-06-02 03:00:00
91,"deutschstämmiger, langstreckenflieger, 787, whistleblower, sicherheitsprobleme",1,2024-06-02 03:00:00
92,"waldstadt, was, pnn, kiez, stadtteilen",1,2024-06-02 03:00:00
94,"greenpeace, eis, klimageld, willy, inhalt",1,2024-06-02 03:00:00
97,"verfassungsschutz, hansestadt, gewaltorientiert, islamisten, islamistische",1,2024-06-02 03:00:00
98,"cdu, check, angriff, point, parteizentrale",2,2024-06-02 03:00:00
102,"leyen, ursula, abgrenzte, juncker, wahrhaft",1,2024-06-02 03:00:00
103,"ariane, esa, arianegroup, maiaspace, starts",1,2024-06-02 03:00:00
104,"dax, leitindex, punkten, sentiment, nasdaq",2,2024-06-02 03:00:00
107,"habeck, kohleregionen, ausstieg, 2038, untersuchungsausschuss",4,2024-06-02 03:00:00
111,"inflationsrate, inflation, türkische, prozent, zentralbank",1,2024-06-02 03:00:00
112,"cofrida, roboter, robotersystem, painting, forscher",1,2024-06-02 03:00:00
114,"mi6, staatssicherheit, enttarnt, spione, mondes",1,2024-06-02 03:00:00
115,"klimaaktivisten, hungerstreik, invalidenpark, flüssigkeit, akute",1,2024-06-02 03:00:00
117,"unger, strafverteidiger, unschuldig, mandanten, tiergartenmörder",1,2024-06-02 03:00:00
118,"airbus, lufthansa, drohne, wingman, eurofighter",3,2024-06-02 03:00:00
119,"alba, chemnitz, berliner, spiel, ojeda",2,2024-06-02 03:00:00
120,"umfrage, wdr, nationalmannschaft, kontext, zustimmung",2,2024-06-02 03:00:00
123,"maezawa, spacex, starship, mond, flug",1,2024-06-02 03:00:00
124,"papst, franziskus, schwuchtelei, priesterseminaren, homophobe",2,2024-06-02 03:00:00
126,"podcast, tagesschau, jauch, morgen, hosts",2,2024-06-02 03:00:00
127,"lafontaines, faulheit, kanzlerkandidaten, tabuthema, scheiß",1,2024-06-02 03:00:00
128,"wexford, maura, geschüttet, johnstown, ducks",1,2024-06-02 03:00:00
134,"technologiestiftung, bundesdurchschnitt, führend, intelligenz, studie",1,2024-06-02 03:00:00
-1,"die, und, der, in, das",176,2024-06-03 01:30:00
0,"ukraine, waffen, russland, russischen, charkiw",18,2024-06-03 01:30:00
1,"hamas, geiseln, biden, waffenruhe, israel",10,2024-06-03 01:30:00
2,"trump, biden, grenze, us, donald",9,2024-06-03 01:30:00
3,"em, dfb, nagelsmann, hrubesch, tor",19,2024-06-03 01:30:00
4,"polizei, hamas, antisemitische, wegner, universität",3,2024-06-03 01:30:00
5,"tesla, autos, grünheide, elektroautos, fabrik",10,2024-06-03 01:30:00
6,"nepomnyashcha, ba, 000, arbeitsmarkt, arbeitslosen",18,2024-06-03 01:30:00
7,"polizei, mann, jährigen, jährige, am",14,2024-06-03 01:30:00
8,"arten, tiere, hunde, invasive, straßenhunde",3,2024-06-03 01:30:00
9,"eu, europawahl, prozent, europa, europäischen",13,2024-06-03 01:30:00
10,"zurückhaltung, zwirner, restitution, museum, sammlung",5,2024-06-03 01:30:00
11,"zverev, djokovic, open, slam, french",14,2024-06-03 01:30:00
12,"bahn, seilbahn, münchen, strecke, seilbahnen",9,2024-06-03 01:30:00
14,"costner, cutrone, kelly, schwarz, bodyguard",2,2024-06-03 01:30:00
15,"equity, finanzwende, private, branche, mieten",3,2024-06-03 01:30:00
16,"afghanistan, mannheim, abschiebungen, polizisten, nach",15,2024-06-03 01:30:00
17,"afd, krah, hayer, stasi, attal",5,2024-06-03 01:30:00
18,"wärmepumpen, prozent, wohngebäude, neubauten, primäre",8,2024-06-03 01:30:00
19,"senat, gaebler, bauvorhaben, berliner, bezirk",6,2024-06-03 01:30:00
20,"apple, app, apples, iphone, preisvergleich",7,2024-06-03 01:30:00
21,"chinas, militär, australische, blutbad, himmlischen",4,2024-06-03 01:30:00
22,"auto, polizei, koks, fahrer, unterwegs",5,2024-06-03 01:30:00
23,"kompany, maresca, trainer, bayern, rummenigge",3,2024-06-03 01:30:00
24,"macron, oradour, glane, sur, steinmeier",2,2024-06-03 01:30:00
25,"hochwasser, donau, passau, landkreis, wasser",20,2024-06-03 01:30:00
27,"schulen, schule, schüler, zierer, schülerinnen",3,2024-06-03 01:30:00
28,"cloud, workshop, competence, container, ix",2,2024-06-03 01:30:00
29,"grundgesetz, gewinne, steinmeier, gewinn, hanfeld",1,2024-06-03 01:30:00
30,"klingbeil, stettner, cdu, kommunikationsstrategie, lars",2,2024-06-03 01:30:00
31,"erwärmung, expertenrat, 2030, projektionsdaten, co₂",3,2024-06-03 01:30:00
32,"brunnen, affen, forstbehörde, indien, extremen",2,2024-06-03 01:30:00
33,"rente, thailand, passives, rentner, job",4,2024-06-03 01:30:00
34,"rau, intonations, wiener, festival, requiem",3,2024-06-03 01:30:00
35,"ki, vr2, ps, pc, vr",2,2024-06-03 01:30:00
36,"streetfood, wilmersdorf, standort, sonnabend, thaipark",1,2024-06-03 01:30:00
37,"kioskbetreiber, düsseldorf, todesopfer, viertes, verursacher",1,2024-06-03 01:30:00
38,"china, chinas, europa, great, elektroautos",3,2024-06-03 01:30:00
39,"baby, gefunden, elsa, ausgesetzt, geschwister",1,2024-06-03 01:30:00
40,"dwd, donau, wasserstand, wetterdienst, gewitter",3,2024-06-03 01:30:00
41,"reuß, prinz, xiii, heinrich, reichsbürger",6,2024-06-03 01:30:00
42,"morena, mexiko, obrador, lópez, verfassungsänderungen",2,2024-06-03 01:30:00
43,"windhorst, haftbefehl, gericht, hannover, maier",9,2024-06-03 01:30:00
44,"farage, nigel, sunak, konservativen, labour",5,2024-06-03 01:30:00
45,"techniken, kreativität, einfall, originelle, erfolgversprechende",1,2024-06-03 01:30:00
46,"umsatzkiller, wegovy, pharmaunternehmen, ozempic, kearney",1,2024-06-03 01:30:00
48,"anerkennung, slowenien, palästinenserstaates, opposition, boykottierte",2,2024-06-03 01:30:00
49,"anc, südafrika, absolute, gründe, regierungskoalitionen",1,2024-06-03 01:30:00
50,"fti, insolvenz, pleite, tui, kunden",12,2024-06-03 01:30:00
51,"iwh, lieferkettengesetz, wirtschaft, bürokratiewahnsinn, em",2,2024-06-03 01:30:00
52,"webinar, ntsu, hacker, christie, daten",3,2024-06-03 01:30:00
54,"bett, meinen, schrecke, ausgemalt, erahne",1,2024-06-03 01:30:00
55,"mbappé, real, madrid, kylian, champions",3,2024-06-03 01:30:00
56,"lake, intel, xeon, lunar, prozessoren",4,2024-06-03 01:30:00
57,"scholz, sellner, cum, ovg, klinikatlas",5,2024-06-03 01:30:00
58,"bauer, emilia, mama, lenk, anne",2,2024-06-03 01:30:00
59,"kakao, lachgas, schokolade, bohnen, bundibugyo",2,2024-06-03 01:30:00
61,"cyrus, grammy, miley, album, marquis",3,2024-06-03 01:30:00
64,"the, to, and, of, that",2,2024-06-03 01:30:00
65,"kirchen, kirche, einwohner, 19, katholischen",1,2024-06-03 01:30:00
66,"oura, samsung, ring, feststellungsklage, galaxy",1,2024-06-03 01:30:00
67,"lindner, bundestagsverwaltung, cdu, euro, gröner",4,2024-06-03 01:30:00
68,"prozent, dollar, dax, ezb, us",3,2024-06-03 01:30:00
69,"georgien, gesetz, einschränken, papuaschwili, queerer",1,2024-06-03 01:30:00
70,"förtsch, korbmacher, flatex, ig, niehage",4,2024-06-03 01:30:00
72,"modi, indien, bjp, modis, sitze",12,2024-06-03 01:30:00
73,"kfw, telekom, aktien, bund, förderbank",6,2024-06-03 01:30:00
76,"hubble, gyroskope, gyroskop, weltraumteleskop, esa",2,2024-06-03 01:30:00
77,"cannabis, wöhlerschule, pinkowski, zigaretten, landesärztekammer",2,2024-06-03 01:30:00
79,"sparkassen, pin, ellison, volksbanken, paramount",6,2024-06-03 01:30:00
80,"hohenschönhausen, schule, arm, verletzt, streit",1,2024-06-03 01:30:00
81,"em, fußball, faeser, europameisterschaft, reul",9,2024-06-03 01:30:00
84,"nba, dallas, finals, 2011, nowitzki",1,2024-06-03 01:30:00
85,"obdachlose, olympischen, alauzy, weggebracht, médaille",1,2024-06-03 01:30:00
86,"rezept, zilch, patientenakte, elektronische, telematikinfrastruktur",1,2024-06-03 01:30:00
87,"pflichtversicherung, elementarschäden, hochwasser, süddeutschland, söder",7,2024-06-03 01:30:00
90,"rauch, tu, präsidentin, wegner, wissenschaftsstandort",3,2024-06-03 01:30:00
91,"flughafen, ber, kofferchaos, hauptstadtflughafen, verschwunden",2,2024-06-03 01:30:00
92,"pnn, potsdamer, kommunalwahl, stadtteilen, potsdam",2,2024-06-03 01:30:00
93,"dekoder, gefälschte, desinformationskampagnen, 1679, russland",3,2024-06-03 01:30:00
94,"greenpeace, borkum, bohrplattform, greenwashing, fridays",2,2024-06-03 01:30:00
95,"reintke, grünen, terry, europawahl, politveteranin",1,2024-06-03 01:30:00
98,"cdu, it, einträge, einsehbar, online",3,2024-06-03 01:30:00
104,"minus, dax, schließt, fielen, 406",1,2024-06-03 01:30:00
107,"habeck, atomausstieg, akw, untersuchungsausschuss, kohleausstiegs",4,2024-06-03 01:30:00
109,"bahlsen, gesellschafterin, freelancerin, familienkonzern, lebenskrise",1,2024-06-03 01:30:00
112,"roboter, tumro, skelett, springen, elastischen",1,2024-06-03 01:30:00
113,"rheinmetall, rüstungskonzern, deg, dortmund, eg",2,2024-06-03 01:30:00
114,"mondes, chang, sonde, erde, gesteinsproben",5,2024-06-03 01:30:00
115,"hungerstreik, metzeler, kick, klimaaktivist, aktivisten",2,2024-06-03 01:30:00
117,"nervenkrieg, dubiosen, geschäftsmann, vertretung, stundenlang",1,2024-06-03 01:30:00
118,"drohne, wingman, airbus, lufthansa, ita",4,2024-06-03 01:30:00
119,"alba, chemnitz, spiel, berliner, niners",1,2024-06-03 01:30:00
120,"umfrage, nationalmannschaft, gündogan, wdr, fußball",2,2024-06-03 01:30:00
121,"potsdam, promo, kommunalwahl, potsdamer, thema",2,2024-06-03 01:30:00
126,"podcast, uns, 0172, relevantesten, 7782384",1,2024-06-03 01:30:00
